customer_id,tenure_months,contract_type,monthly_charges,total_charges,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,support_calls_3mo,avg_data_gb_3mo,late_payments_6mo,plan_changes_6mo,churned
CUST53311,5,Month-to-month,32.87,162.53,Fiber optic,Yes,No,Yes,Electronic check,Yes,0,Yes,No,No,No phone service,3,6.3,1,0,1
CUST53312,4,Month-to-month,114.62,447.74,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,Yes,Yes,Yes,2,0.0,1,0,0
CUST53313,27,Month-to-month,117.9,2713.7,DSL,No,Yes,No,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,1,103.64,1,0,1
CUST53314,3,Month-to-month,37.25,124.89,Fiber optic,No,No,No,Electronic check,Yes,0,No,No,No,No phone service,0,15.41,0,1,0
CUST53315,41,One year,38.5,1364.96,DSL,No,Yes,No,Electronic check,No,0,No,No,Yes,Yes,3,5.63,1,2,0
CUST53316,7,Month-to-month,53.1,334.69,DSL,Yes,Yes,No,Mailed check,No,0,Yes,Yes,Yes,Yes,2,37.28,0,2,0
CUST53317,17,Month-to-month,33.47,638.31,DSL,No,No,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,1,10.07,1,0,1
CUST53318,41,Two year,56.53,2236.04,Fiber optic,No,No,No,Credit card (auto),Yes,0,Yes,Yes,No,No phone service,3,18.21,1,1,0
CUST53319,7,One year,32.75,260.09,Fiber optic,No,Yes,Yes,Credit card (auto),Yes,0,Yes,No,Yes,No,7,7.19,1,0,1
CUST53320,3,Month-to-month,40.64,118.01,DSL,Yes,Yes,No,Mailed check,Yes,0,No,No,Yes,No,2,64.07,1,1,1
CUST53321,72,Month-to-month,58.17,4797.95,DSL,Yes,No,No,Credit card (auto),Yes,0,Yes,No,Yes,Yes,0,29.93,0,0,0
CUST53322,22,Two year,105.93,2303.76,DSL,No,Yes,No,Bank transfer (auto),Yes,1,Yes,Yes,Yes,Yes,2,6.15,2,0,0
CUST53323,32,One year,74.34,2129.42,DSL,No,No,No,Bank transfer (auto),Yes,0,No,No,Yes,Yes,0,14.28,0,1,0
CUST53324,8,Month-to-month,46.91,429.73,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,5,0.93,0,0,0
CUST53325,9,Month-to-month,45.7,387.17,Fiber optic,Yes,No,No,Credit card (auto),Yes,0,Yes,No,No,No phone service,3,11.79,0,1,0
CUST53326,47,Month-to-month,100.73,5378.6,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,Yes,3,0.0,0,1,0
CUST53327,47,One year,103.24,4469.92,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,2,0.0,2,0,0
CUST53328,12,Month-to-month,56.71,727.72,Fiber optic,No,Yes,No,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,0,16.03,1,0,0
CUST53329,39,Month-to-month,48.26,2140.35,Fiber optic,No,No,Yes,Credit card (auto),Yes,0,Yes,Yes,No,No phone service,1,12.85,0,0,0
CUST53330,2,Month-to-month,74.52,155.45,Fiber optic,No,No,No,Mailed check,Yes,0,Yes,No,Yes,Yes,4,9.34,0,0,0
CUST53331,7,Two year,104.23,692.21,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,1,Yes,No,Yes,No,0,0.0,0,0,0
CUST53332,2,One year,30.4,58.53,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,No,3,14.96,0,2,0
CUST53333,3,Month-to-month,117.91,402.16,DSL,Yes,No,Yes,Credit card (auto),No,0,Yes,No,Yes,No,2,7.78,0,0,1
CUST53334,29,One year,114.1,3459.91,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,No,8,18.56,0,0,0
CUST53335,18,Two year,118.13,2227.91,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,No,Yes,No,0,0.0,2,0,0
CUST53336,16,Month-to-month,104.83,1695.07,Fiber optic,No,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,Yes,1,63.16,0,2,0
CUST53337,3,Two year,49.68,151.76,Fiber optic,No,No,Yes,Electronic check,Yes,1,Yes,No,Yes,Yes,3,8.68,0,0,0
CUST53338,16,Month-to-month,53.43,823.03,DSL,No,No,No,Mailed check,No,0,No,No,Yes,No,0,3.91,1,0,0
CUST53339,1,Month-to-month,110.76,113.17,Fiber optic,Yes,Yes,No,Credit card (auto),Yes,0,No,No,Yes,Yes,3,10.5,0,0,0
CUST53340,24,Month-to-month,94.56,2592.7,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,Yes,Yes,No,1,0.0,0,1,0
CUST53341,33,Month-to-month,93.4,3341.39,DSL,No,Yes,Yes,Bank transfer (auto),Yes,0,No,No,Yes,Yes,3,7.85,1,3,0
CUST53342,11,Month-to-month,78.8,945.34,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,No,No,Yes,Yes,2,0.0,2,0,0
CUST53343,12,Two year,65.03,894.51,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,No,Yes,No,1,0.0,0,0,0
CUST53344,44,One year,99.1,4479.11,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,1,0.05,1,0,0
CUST53345,49,Month-to-month,26.07,1193.2,No,No internet service,No internet service,No internet service,Electronic check,Yes,1,Yes,No,Yes,No,1,0.0,0,0,0
CUST53346,9,Month-to-month,95.27,924.7,DSL,No,Yes,No,Electronic check,No,0,No,Yes,Yes,Yes,2,3.5,0,1,1
CUST53347,11,Month-to-month,81.73,900.94,Fiber optic,No,No,Yes,Bank transfer (auto),Yes,1,No,Yes,Yes,No,2,11.57,0,0,0
CUST53348,7,Month-to-month,74.65,532.81,Fiber optic,Yes,No,No,Mailed check,No,1,No,No,Yes,No,2,87.48,0,1,0
CUST53349,3,One year,46.51,145.56,Fiber optic,No,Yes,No,Credit card (auto),No,0,Yes,No,Yes,Yes,1,2.34,1,1,1
CUST53350,18,Month-to-month,22.16,353.26,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,Yes,No,No phone service,0,0.0,0,0,0
CUST53351,8,Month-to-month,68.39,621.19,DSL,Yes,No,No,Electronic check,No,0,Yes,No,Yes,Yes,3,24.97,0,0,0
CUST53352,72,Month-to-month,48.47,3416.5,DSL,No,No,No,Bank transfer (auto),No,0,No,No,Yes,Yes,1,5.53,2,0,1
CUST53353,39,Month-to-month,88.63,3514.31,DSL,No,No,No,Electronic check,Yes,1,No,No,Yes,Yes,1,0.78,0,0,0
CUST53354,14,Month-to-month,110.24,1336.84,DSL,Yes,No,Yes,Mailed check,Yes,0,No,No,Yes,Yes,3,9.54,1,0,1
CUST53355,15,Two year,89.77,1304.79,Fiber optic,No,No,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,4,54.3,1,0,0
CUST53356,44,Month-to-month,117.27,5221.72,Fiber optic,Yes,Yes,Yes,Bank transfer (auto),Yes,1,Yes,No,Yes,Yes,1,64.32,0,0,0
CUST53357,4,Month-to-month,117.14,426.24,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,No,No,No phone service,3,0.0,1,1,1
CUST53358,41,Month-to-month,99.38,4672.87,Fiber optic,No,Yes,Yes,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,1,13.91,1,0,0
CUST53359,3,Month-to-month,48.05,122.63,Fiber optic,Yes,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,No,1,3.6,1,1,0
CUST53360,3,Month-to-month,45.45,134.3,Fiber optic,Yes,Yes,No,Bank transfer (auto),No,0,Yes,Yes,Yes,Yes,1,6.06,0,0,0
CUST53361,22,Month-to-month,87.04,1686.54,Fiber optic,No,No,No,Credit card (auto),No,0,Yes,No,No,No phone service,5,2.08,0,0,0
CUST53362,15,One year,22.19,372.95,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,1,Yes,No,Yes,No,1,10.02,0,0,0
CUST53363,23,Two year,65.03,1408.88,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,Yes,3,0.0,2,0,0
CUST53364,13,Month-to-month,47.06,601.92,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,Yes,2,5.3,0,3,0
CUST53365,10,One year,69.4,592.16,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,3,28.18,0,1,1
CUST53366,5,Month-to-month,23.64,122.74,DSL,Yes,No,No,Electronic check,Yes,0,No,Yes,Yes,No,1,1.19,0,0,0
CUST53367,16,Two year,85.3,1225.34,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,No,1,0.0,1,0,0
CUST53368,63,One year,112.11,6548.03,Fiber optic,No,No,No,Credit card (auto),Yes,0,Yes,No,Yes,No,1,4.89,2,1,0
CUST53369,8,One year,74.26,602.66,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,Yes,1,0.0,1,0,0
CUST53370,14,Two year,118.04,1854.45,No,No internet service,No internet service,No internet service,Mailed check,Yes,1,No,No,Yes,No,2,0.0,0,0,0
CUST53371,28,Month-to-month,99.51,2436.19,DSL,No,No,Yes,Bank transfer (auto),No,0,Yes,No,Yes,Yes,1,2.45,0,1,1
CUST53372,15,Month-to-month,98.81,1332.44,Fiber optic,No,No,No,Mailed check,Yes,0,Yes,No,Yes,No,1,25.58,0,0,0
CUST53373,42,Month-to-month,75.16,2879.83,DSL,No,No,Yes,Mailed check,Yes,0,No,No,Yes,Yes,1,38.93,0,0,0
CUST53374,8,One year,51.16,422.69,Fiber optic,No,No,Yes,Electronic check,Yes,1,No,Yes,Yes,No,2,1.51,0,1,1
CUST53375,12,Month-to-month,103.16,1268.37,Fiber optic,No,No,No,Credit card (auto),No,0,No,No,Yes,No,1,0.02,0,2,0
CUST53376,35,Two year,86.38,3237.52,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,Yes,Yes,Yes,0,0.0,0,0,0
CUST53377,32,Month-to-month,71.14,2491.15,DSL,Yes,No,No,Bank transfer (auto),No,0,Yes,No,Yes,No,1,61.58,2,0,0
CUST53378,27,One year,97.34,2409.74,Fiber optic,No,No,No,Mailed check,Yes,0,Yes,Yes,No,No phone service,2,18.85,2,0,0
CUST53379,1,Month-to-month,32.31,29.95,Fiber optic,Yes,Yes,Yes,Bank transfer (auto),Yes,0,No,No,Yes,Yes,0,52.63,0,0,0
CUST53380,17,Month-to-month,83.08,1310.57,Fiber optic,Yes,Yes,Yes,Bank transfer (auto),No,0,No,No,Yes,Yes,3,0.58,1,0,1
CUST53381,9,Two year,27.55,238.37,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,0,No,No,Yes,No,2,2.23,0,0,0
CUST53382,2,Month-to-month,89.52,178.17,Fiber optic,No,No,Yes,Mailed check,Yes,0,No,No,Yes,Yes,3,38.43,0,0,1
CUST53383,35,Month-to-month,102.13,3712.1,Fiber optic,No,No,No,Mailed check,Yes,0,No,Yes,Yes,Yes,1,15.11,0,0,1
CUST53384,54,Month-to-month,26.33,1559.35,Fiber optic,Yes,Yes,Yes,Electronic check,No,0,No,No,No,No phone service,1,7.13,1,0,1
CUST53385,35,Month-to-month,25.8,929.9,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,0,No,No,Yes,No,2,1.8,0,0,1
CUST53386,47,Month-to-month,34.87,1517.7,Fiber optic,No,No,No,Mailed check,No,1,No,Yes,No,No phone service,2,2.5,1,1,0
CUST53387,1,Month-to-month,73.82,66.75,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,No,No,Yes,No,1,12.27,0,0,1
CUST53388,14,Two year,59.44,847.31,DSL,Yes,Yes,No,Electronic check,No,1,No,Yes,Yes,No,2,32.88,0,0,0
CUST53389,19,One year,104.38,2108.81,DSL,No,No,Yes,Mailed check,Yes,1,Yes,No,No,No phone service,1,12.47,0,0,0
CUST53390,72,Month-to-month,61.21,4412.84,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,0,No,No,Yes,No,1,14.92,2,1,0
CUST53391,17,Month-to-month,81.44,1209.62,DSL,No,No,Yes,Bank transfer (auto),Yes,0,No,No,Yes,No,2,3.83,0,0,1
CUST53392,45,Month-to-month,48.66,2378.14,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,Yes,1,26.09,2,3,1
CUST53393,8,Two year,116.26,831.47,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,Yes,Yes,Yes,No,5,0.0,1,0,0
CUST53394,18,Month-to-month,80.58,1634.66,Fiber optic,Yes,Yes,No,Electronic check,No,0,No,No,Yes,No,1,18.92,0,0,0
CUST53395,10,One year,68.32,584.78,No,No internet service,No internet service,No internet service,Mailed check,No,0,Yes,No,Yes,Yes,3,0.0,1,0,0
CUST53396,4,Two year,49.04,168.27,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,Yes,0,2.35,0,0,0
CUST53397,47,Month-to-month,47.69,2161.96,Fiber optic,Yes,No,Yes,Bank transfer (auto),No,0,No,No,Yes,No,1,16.65,0,1,0
CUST53398,5,One year,99.61,557.18,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,Yes,No,3,6.19,1,1,1
CUST53399,15,Two year,58.55,915.82,DSL,No,Yes,Yes,Mailed check,No,0,Yes,No,Yes,No,1,17.23,1,0,1
CUST53400,5,Month-to-month,119.61,569.12,DSL,No,Yes,Yes,Credit card (auto),No,0,No,No,Yes,Yes,1,18.73,0,1,0
CUST53401,33,Month-to-month,38.01,1198.49,Fiber optic,Yes,Yes,No,Credit card (auto),No,0,Yes,No,Yes,No,3,8.33,1,1,1
CUST53402,12,Month-to-month,94.68,982.11,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,Yes,No,4,11.84,1,1,1
CUST53403,29,One year,76.54,2393.56,Fiber optic,Yes,Yes,Yes,Electronic check,No,1,No,No,Yes,No,3,17.53,1,1,0
CUST53404,14,Month-to-month,65.28,973.25,Fiber optic,No,No,Yes,Mailed check,No,0,No,No,Yes,Yes,4,14.04,1,0,1
CUST53405,43,Two year,97.49,4783.65,DSL,No,No,No,Bank transfer (auto),No,0,No,No,Yes,Yes,1,4.94,0,0,0
CUST53406,26,Two year,60.79,1576.33,DSL,No,No,No,Bank transfer (auto),No,1,Yes,No,Yes,Yes,3,2.46,0,1,0
CUST53407,5,One year,48.08,205.2,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,No,No,Yes,No,3,16.2,1,0,0
CUST53408,63,One year,43.43,2663.81,Fiber optic,No,Yes,Yes,Bank transfer (auto),Yes,0,No,No,Yes,No,2,4.11,0,0,0
CUST53409,15,Month-to-month,31.64,462.98,Fiber optic,Yes,Yes,No,Electronic check,No,0,No,No,Yes,No,4,1.13,1,0,0
CUST53410,14,Month-to-month,101.02,1462.01,Fiber optic,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,1,40.83,1,0,0
CUST53411,1,Month-to-month,81.59,88.27,DSL,No,Yes,No,Electronic check,No,0,Yes,No,Yes,No,1,27.59,0,0,0
CUST53412,23,Month-to-month,75.16,1856.76,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,No,5,40.43,1,1,0
CUST53413,12,One year,43.47,457.97,Fiber optic,No,Yes,No,Credit card (auto),Yes,0,Yes,No,Yes,Yes,1,3.81,0,1,0
CUST53414,11,Month-to-month,88.59,927.39,Fiber optic,Yes,No,No,Bank transfer (auto),No,0,No,No,Yes,No,4,8.06,1,1,0
CUST53415,4,Two year,74.83,298.08,DSL,No,No,No,Electronic check,Yes,0,No,No,Yes,No,1,21.07,1,0,0
CUST53416,65,Month-to-month,46.17,3338.44,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,1,1.32,1,1,0
CUST53417,9,Month-to-month,45.45,447.19,Fiber optic,No,No,No,Mailed check,No,1,Yes,No,Yes,No,1,16.71,1,2,1
CUST53418,64,Month-to-month,86.52,5647.31,DSL,No,No,No,Credit card (auto),Yes,0,No,No,Yes,No,0,13.14,0,0,0
CUST53419,15,Month-to-month,31.09,424.84,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,Yes,Yes,No,2,0.0,1,1,0
CUST53420,1,Month-to-month,95.93,90.26,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,Yes,No,Yes,No,1,21.23,2,1,0
CUST53421,17,Month-to-month,78.42,1319.82,DSL,No,No,No,Mailed check,Yes,1,Yes,No,Yes,Yes,2,9.06,0,0,0
CUST53422,6,Month-to-month,89.17,589.67,DSL,No,No,No,Credit card (auto),No,0,No,No,Yes,No,2,43.23,0,1,0
CUST53423,2,Month-to-month,68.19,142.99,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,Yes,Yes,Yes,3,0.0,1,0,1
CUST53424,42,Month-to-month,81.49,3512.1,Fiber optic,Yes,Yes,Yes,Electronic check,No,0,No,No,Yes,No,0,25.6,1,2,1
CUST53425,40,Month-to-month,74.76,2627.17,DSL,No,No,Yes,Bank transfer (auto),Yes,0,Yes,No,No,No phone service,3,4.42,1,1,0
CUST53426,62,One year,102.53,6058.01,Fiber optic,No,No,Yes,Mailed check,No,0,No,No,Yes,No,3,80.22,2,0,0
CUST53427,4,Month-to-month,27.58,117.71,Fiber optic,No,No,No,Bank transfer (auto),No,1,No,No,Yes,No,3,50.09,0,3,1
CUST53428,22,Month-to-month,27.18,621.83,Fiber optic,No,No,No,Bank transfer (auto),Yes,1,No,Yes,Yes,No,1,11.86,1,0,1
CUST53429,50,Month-to-month,57.0,2934.96,Fiber optic,Yes,No,No,Mailed check,Yes,0,No,Yes,Yes,No,2,12.43,0,0,0
CUST53430,29,Two year,25.08,706.89,Fiber optic,No,No,No,Mailed check,Yes,0,Yes,No,Yes,Yes,2,10.78,1,1,0
CUST53431,46,Month-to-month,119.14,5065.02,DSL,No,Yes,Yes,Credit card (auto),No,0,Yes,No,Yes,Yes,3,6.86,0,1,1
CUST53432,34,Two year,86.88,3171.61,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,6,6.86,1,0,0
CUST53433,9,One year,100.92,980.18,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,No,5,0.0,1,1,1
CUST53434,8,One year,40.12,355.22,DSL,No,No,No,Electronic check,Yes,0,No,No,Yes,Yes,2,27.63,0,2,1
CUST53435,12,Month-to-month,45.97,516.42,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,Yes,Yes,No,3,0.0,1,0,0
CUST53436,13,Month-to-month,50.45,645.37,DSL,Yes,No,No,Bank transfer (auto),Yes,0,No,No,No,No phone service,2,2.68,1,0,1
CUST53437,54,Two year,36.32,1694.31,DSL,No,No,No,Electronic check,Yes,1,Yes,No,Yes,No,0,12.86,0,0,1
CUST53438,72,One year,84.16,5967.1,Fiber optic,No,No,No,Mailed check,Yes,0,Yes,Yes,Yes,No,2,18.99,1,0,0
CUST53439,1,Two year,65.09,73.98,No,No internet service,No internet service,No internet service,Mailed check,No,0,No,No,No,No phone service,0,0.0,0,0,0
CUST53440,4,Month-to-month,86.83,398.99,Fiber optic,Yes,Yes,No,Mailed check,No,0,Yes,No,Yes,Yes,5,26.54,0,0,1
CUST53441,14,Month-to-month,92.63,1139.59,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,Yes,No,Yes,Yes,2,0.0,0,2,1
CUST53442,4,Month-to-month,93.68,340.92,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,Yes,No,Yes,No,3,0.0,0,1,1
CUST53443,10,One year,94.73,910.76,Fiber optic,No,No,No,Bank transfer (auto),Yes,1,Yes,No,Yes,No,0,9.96,0,0,1
CUST53444,3,One year,55.09,162.55,Fiber optic,No,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,No,1,20.54,0,0,1
CUST53445,9,Month-to-month,86.09,672.72,DSL,No,Yes,No,Mailed check,Yes,0,Yes,No,Yes,No,1,3.76,0,2,1
CUST53446,3,Month-to-month,95.69,311.13,Fiber optic,No,Yes,Yes,Mailed check,No,1,No,Yes,Yes,Yes,4,5.23,1,0,1
CUST53447,59,Month-to-month,115.29,7651.5,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,1,Yes,No,Yes,No,2,0.0,0,1,0
CUST53448,22,Month-to-month,40.64,807.15,No,No internet service,No internet service,No internet service,Mailed check,No,0,Yes,No,Yes,Yes,1,0.0,0,0,0
CUST53449,1,One year,40.92,46.28,DSL,Yes,No,No,Credit card (auto),Yes,1,No,No,Yes,No,2,34.67,0,0,0
CUST53450,1,Two year,25.18,27.03,Fiber optic,Yes,Yes,Yes,Electronic check,No,0,No,Yes,Yes,No,3,6.16,1,0,0
CUST53451,53,One year,99.72,4762.32,DSL,No,No,Yes,Credit card (auto),No,0,Yes,Yes,Yes,Yes,4,38.99,0,1,1
CUST53452,22,One year,80.91,1545.73,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,0,0.0,2,0,0
CUST53453,28,Two year,38.87,981.31,DSL,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,Yes,3,6.05,0,0,0
CUST53454,1,Two year,89.42,84.38,Fiber optic,Yes,No,Yes,Credit card (auto),No,1,No,No,Yes,Yes,0,3.55,0,0,1
CUST53455,65,Month-to-month,49.25,3540.8,DSL,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,3,9.59,2,1,0
CUST53456,5,Two year,95.43,519.56,DSL,No,Yes,No,Mailed check,No,0,No,Yes,Yes,No,2,1.15,0,1,0
CUST53457,20,Two year,22.95,391.8,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,Yes,No,Yes,No,0,0.0,0,0,0
CUST53458,10,Month-to-month,79.42,890.76,Fiber optic,No,No,No,Credit card (auto),Yes,0,Yes,No,Yes,No,0,30.88,3,3,1
CUST53459,38,Month-to-month,94.83,3759.34,Fiber optic,No,No,Yes,Credit card (auto),Yes,0,Yes,Yes,Yes,No,3,20.59,0,0,1
CUST53460,9,One year,82.96,775.65,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,Yes,No,Yes,No,2,0.0,1,1,0
CUST53461,38,Two year,46.42,1622.97,DSL,No,Yes,No,Credit card (auto),No,0,No,No,Yes,No,1,1.1,0,0,1
CUST53462,6,One year,33.4,182.03,DSL,No,No,No,Mailed check,No,0,No,No,Yes,No,2,41.06,1,1,1
CUST53463,42,Month-to-month,53.78,2388.19,Fiber optic,Yes,No,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,4,16.75,0,1,0
CUST53464,33,Month-to-month,27.39,876.45,Fiber optic,Yes,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,0,2.61,0,0,1
CUST53465,19,Two year,22.02,469.25,DSL,No,Yes,No,Mailed check,No,0,No,No,Yes,No,2,45.66,2,0,0
CUST53466,1,Month-to-month,108.32,118.12,DSL,Yes,No,No,Bank transfer (auto),No,1,No,Yes,Yes,Yes,0,2.89,0,0,0
CUST53467,22,One year,65.2,1342.38,Fiber optic,Yes,Yes,Yes,Credit card (auto),Yes,0,Yes,No,Yes,Yes,2,28.58,0,0,0
CUST53468,8,One year,52.3,363.78,Fiber optic,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,3,34.19,1,1,1
CUST53469,21,Two year,98.26,1792.18,DSL,No,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,No,0,45.33,1,1,0
CUST53470,3,Month-to-month,88.94,240.59,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,Yes,Yes,Yes,1,0.0,1,1,0
CUST53471,25,Month-to-month,110.34,2873.61,Fiber optic,No,No,No,Credit card (auto),Yes,0,No,No,No,No phone service,3,35.31,0,0,0
CUST53472,4,Two year,67.55,243.22,DSL,No,Yes,No,Electronic check,No,0,No,No,Yes,No,2,9.09,0,0,0
CUST53473,11,Month-to-month,102.8,1076.87,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,Yes,No,No phone service,1,27.6,0,0,0
CUST53474,1,Month-to-month,55.5,55.85,Fiber optic,Yes,No,Yes,Mailed check,No,0,Yes,Yes,Yes,No,1,17.85,1,1,0
CUST53475,16,Month-to-month,24.13,376.73,DSL,No,Yes,No,Bank transfer (auto),No,0,No,No,Yes,No,3,8.93,0,1,1
CUST53476,10,Month-to-month,78.51,835.45,Fiber optic,No,No,No,Mailed check,No,0,Yes,Yes,No,No phone service,1,41.78,0,1,1
CUST53477,49,Two year,44.0,2402.88,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,No phone service,2,0.32,0,0,0
CUST53478,7,Month-to-month,83.31,645.07,Fiber optic,Yes,No,No,Credit card (auto),Yes,0,Yes,No,Yes,Yes,5,39.08,0,2,0
CUST53479,25,Month-to-month,106.44,2990.47,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,Yes,0,0.0,2,2,1
CUST53480,4,Month-to-month,113.06,419.62,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,Yes,Yes,No,0,0.0,1,0,0
CUST53481,72,Month-to-month,25.62,2108.88,DSL,No,No,No,Mailed check,Yes,0,Yes,Yes,Yes,Yes,3,8.32,1,0,0
CUST53482,10,Two year,107.57,1202.88,DSL,Yes,No,No,Credit card (auto),Yes,0,Yes,Yes,Yes,Yes,1,35.5,0,1,0
CUST53483,13,One year,93.36,1112.0,Fiber optic,No,Yes,No,Credit card (auto),Yes,0,No,Yes,Yes,No,1,25.08,0,1,0
CUST53484,40,One year,66.91,2915.01,Fiber optic,Yes,No,Yes,Credit card (auto),Yes,0,Yes,No,Yes,No,1,27.59,0,0,0
CUST53485,21,Month-to-month,99.13,2317.11,Fiber optic,Yes,Yes,No,Mailed check,No,0,Yes,Yes,Yes,No,1,4.76,0,1,1
CUST53486,14,Two year,57.97,731.87,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,No,1,0.0,0,0,0
CUST53487,18,Two year,56.52,882.11,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,Yes,No,Yes,Yes,0,34.38,2,0,0
CUST53488,5,One year,39.38,175.73,DSL,Yes,No,No,Credit card (auto),No,0,No,No,Yes,Yes,1,9.08,0,1,1
CUST53489,15,Two year,89.09,1510.29,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,No,No,Yes,Yes,2,0.0,0,0,0
CUST53490,48,One year,29.78,1577.68,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,No,2,5.41,1,0,0
CUST53491,17,Month-to-month,70.55,1297.92,DSL,Yes,Yes,No,Electronic check,Yes,0,Yes,No,No,No phone service,1,36.27,1,1,0
CUST53492,1,Two year,84.67,80.74,Fiber optic,Yes,No,No,Credit card (auto),No,0,Yes,No,Yes,Yes,0,6.01,1,1,0
CUST53493,13,Month-to-month,112.98,1410.14,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,Yes,No,No phone service,5,24.04,1,2,1
CUST53494,19,Month-to-month,100.88,1861.17,DSL,No,No,Yes,Electronic check,Yes,0,No,Yes,Yes,No,1,14.18,0,0,1
CUST53495,16,Month-to-month,52.41,801.53,Fiber optic,No,No,No,Mailed check,No,0,Yes,No,Yes,Yes,3,11.63,1,0,1
CUST53496,5,Month-to-month,77.26,402.7,Fiber optic,No,Yes,No,Electronic check,No,1,No,Yes,Yes,No,0,1.41,1,0,1
CUST53497,6,Month-to-month,81.57,535.48,DSL,Yes,No,No,Credit card (auto),Yes,0,No,No,Yes,Yes,1,9.03,2,0,0
